PathwayId:START_ID(Pathway),Relation:TYPE,PathwayId:END_ID(Pathway),RelationName
R-HSA-9669937,PathwayToPathway,R-HSA-9669926,Is parent of
R-HSA-9669937,PathwayToPathway,R-HSA-9669929,Is parent of
R-HSA-9669937,PathwayToPathway,R-HSA-9669934,Is parent of
R-HSA-9669937,PathwayToPathway,R-HSA-9669936,Is parent of
R-HSA-9669938,PathwayToPathway,R-HSA-9669921,Is parent of
R-HSA-9669938,PathwayToPathway,R-HSA-9669933,Is parent of
R-HSA-9669938,PathwayToPathway,R-HSA-9669935,Is parent of
R-HSA-9669938,PathwayToPathway,R-HSA-9669937,Is parent of
R-HSA-9669938,PathwayToPathway,R-HSA-9670439,Is parent of
R-HSA-9669938,PathwayToPathway,R-HSA-9680187,Is parent of
R-HSA-9670621,PathwayToPathway,R-HSA-9670613,Is parent of
R-HSA-9670621,PathwayToPathway,R-HSA-9670615,Is parent of
R-HSA-9671555,PathwayToPathway,R-HSA-9673766,Is parent of
R-HSA-9671555,PathwayToPathway,R-HSA-9673767,Is parent of
R-HSA-9671555,PathwayToPathway,R-HSA-9673768,Is parent of
R-HSA-9671555,PathwayToPathway,R-HSA-9673770,Is parent of
R-HSA-9671555,PathwayToPathway,R-HSA-9674415,Is parent of
R-HSA-9671555,PathwayToPathway,R-HSA-9674428,Is parent of
R-HSA-9671793,PathwayToPathway,R-HSA-9651496,Is parent of
R-HSA-9671793,PathwayToPathway,R-HSA-9823587,Is parent of
R-HSA-9673013,PathwayToPathway,R-HSA-9006821,Is parent of
R-HSA-9674415,PathwayToPathway,R-HSA-9674396,Is parent of
R-HSA-9674415,PathwayToPathway,R-HSA-9674401,Is parent of
R-HSA-9674415,PathwayToPathway,R-HSA-9674403,Is parent of
R-HSA-9674415,PathwayToPathway,R-HSA-9674404,Is parent of
R-HSA-9674555,PathwayToPathway,R-HSA-9705462,Is parent of
R-HSA-9675108,PathwayToPathway,R-HSA-422475,Is parent of
R-HSA-9675108,PathwayToPathway,R-HSA-9619665,Is parent of
R-HSA-9675126,PathwayToPathway,R-HSA-9673013,Is parent of
R-HSA-9675126,PathwayToPathway,R-HSA-9687139,Is parent of
R-HSA-9675132,PathwayToPathway,R-HSA-9630747,Is parent of
R-HSA-9675135,PathwayToPathway,R-HSA-5423599,Is parent of
R-HSA-9675135,PathwayToPathway,R-HSA-9605308,Is parent of
R-HSA-9675135,PathwayToPathway,R-HSA-9675136,Is parent of
R-HSA-9675136,PathwayToPathway,R-HSA-9663199,Is parent of
R-HSA-9675136,PathwayToPathway,R-HSA-9699150,Is parent of
R-HSA-9675136,PathwayToPathway,R-HSA-9701190,Is parent of
R-HSA-9675136,PathwayToPathway,R-HSA-9701192,Is parent of
R-HSA-9675136,PathwayToPathway,R-HSA-9701193,Is parent of
R-HSA-9675143,PathwayToPathway,R-HSA-2474795,Is parent of
R-HSA-9675151,PathwayToPathway,R-HSA-9697154,Is parent of
R-HSA-9678108,PathwayToPathway,R-HSA-9678110,Is parent of
R-HSA-9678108,PathwayToPathway,R-HSA-9679504,Is parent of
R-HSA-9678108,PathwayToPathway,R-HSA-9679509,Is parent of
R-HSA-9678108,PathwayToPathway,R-HSA-9679514,Is parent of
R-HSA-9678108,PathwayToPathway,R-HSA-9683701,Is parent of
R-HSA-9678108,PathwayToPathway,R-HSA-9692914,Is parent of
R-HSA-9679504,PathwayToPathway,R-HSA-9683439,Is parent of
R-HSA-9679504,PathwayToPathway,R-HSA-9684325,Is parent of
R-HSA-9679506,PathwayToPathway,R-HSA-9678108,Is parent of
R-HSA-9679506,PathwayToPathway,R-HSA-9679191,Is parent of
R-HSA-9679506,PathwayToPathway,R-HSA-9694516,Is parent of
R-HSA-9679514,PathwayToPathway,R-HSA-9682706,Is parent of
R-HSA-9679514,PathwayToPathway,R-HSA-9682708,Is parent of
R-HSA-9682385,PathwayToPathway,R-HSA-9702506,Is parent of
R-HSA-9682385,PathwayToPathway,R-HSA-9702509,Is parent of
R-HSA-9682385,PathwayToPathway,R-HSA-9703465,Is parent of
R-HSA-9682385,PathwayToPathway,R-HSA-9703648,Is parent of
R-HSA-9682385,PathwayToPathway,R-HSA-9706377,Is parent of
R-HSA-9683701,PathwayToPathway,R-HSA-9683610,Is parent of
R-HSA-9683701,PathwayToPathway,R-HSA-9683612,Is parent of
R-HSA-9683701,PathwayToPathway,R-HSA-9683673,Is parent of
R-HSA-9683701,PathwayToPathway,R-HSA-9683683,Is parent of
R-HSA-9683701,PathwayToPathway,R-HSA-9683686,Is parent of
R-HSA-9687139,PathwayToPathway,R-HSA-9659787,Is parent of
R-HSA-9687139,PathwayToPathway,R-HSA-9687136,Is parent of
R-HSA-9692914,PathwayToPathway,R-HSA-9692912,Is parent of
R-HSA-9692914,PathwayToPathway,R-HSA-9692913,Is parent of
R-HSA-9692914,PathwayToPathway,R-HSA-9692916,Is parent of
R-HSA-9692914,PathwayToPathway,R-HSA-9735869,Is parent of
R-HSA-9692914,PathwayToPathway,R-HSA-9735871,Is parent of
R-HSA-9693928,PathwayToPathway,R-HSA-9686347,Is parent of
R-HSA-9694516,PathwayToPathway,R-HSA-9705683,Is parent of
R-HSA-9694516,PathwayToPathway,R-HSA-9772572,Is parent of
R-HSA-9694516,PathwayToPathway,R-HSA-9772573,Is parent of
R-HSA-9694635,PathwayToPathway,R-HSA-9694493,Is parent of
R-HSA-9694635,PathwayToPathway,R-HSA-9694548,Is parent of
R-HSA-9694635,PathwayToPathway,R-HSA-9694594,Is parent of
R-HSA-9694635,PathwayToPathway,R-HSA-9694631,Is parent of
R-HSA-9694635,PathwayToPathway,R-HSA-9694719,Is parent of
R-HSA-9694676,PathwayToPathway,R-HSA-9694271,Is parent of
R-HSA-9694676,PathwayToPathway,R-HSA-9694301,Is parent of
R-HSA-9694682,PathwayToPathway,R-HSA-9694686,Is parent of
R-HSA-9694682,PathwayToPathway,R-HSA-9694786,Is parent of
R-HSA-9697154,PathwayToPathway,R-HSA-9005895,Is parent of
R-HSA-9700206,PathwayToPathway,R-HSA-9700645,Is parent of
R-HSA-9700206,PathwayToPathway,R-HSA-9700649,Is parent of
R-HSA-9700206,PathwayToPathway,R-HSA-9725370,Is parent of
R-HSA-9700649,PathwayToPathway,R-HSA-9717264,Is parent of
R-HSA-9700649,PathwayToPathway,R-HSA-9717301,Is parent of
R-HSA-9700649,PathwayToPathway,R-HSA-9717316,Is parent of
R-HSA-9700649,PathwayToPathway,R-HSA-9717319,Is parent of
R-HSA-9700649,PathwayToPathway,R-HSA-9717323,Is parent of
R-HSA-9700649,PathwayToPathway,R-HSA-9717326,Is parent of
R-HSA-9700649,PathwayToPathway,R-HSA-9717329,Is parent of
R-HSA-9701190,PathwayToPathway,R-HSA-9709275,Is parent of
R-HSA-9701190,PathwayToPathway,R-HSA-9709570,Is parent of
R-HSA-9701190,PathwayToPathway,R-HSA-9709603,Is parent of
R-HSA-9701190,PathwayToPathway,R-HSA-9763198,Is parent of
R-HSA-9701193,PathwayToPathway,R-HSA-9704331,Is parent of
R-HSA-9701193,PathwayToPathway,R-HSA-9704646,Is parent of
R-HSA-9702506,PathwayToPathway,R-HSA-9702569,Is parent of
R-HSA-9702506,PathwayToPathway,R-HSA-9702577,Is parent of
R-HSA-9702506,PathwayToPathway,R-HSA-9702581,Is parent of
R-HSA-9702506,PathwayToPathway,R-HSA-9702590,Is parent of
R-HSA-9702506,PathwayToPathway,R-HSA-9702596,Is parent of
R-HSA-9702506,PathwayToPathway,R-HSA-9702600,Is parent of
R-HSA-9702506,PathwayToPathway,R-HSA-9702605,Is parent of
R-HSA-9702506,PathwayToPathway,R-HSA-9702614,Is parent of
R-HSA-9702506,PathwayToPathway,R-HSA-9702620,Is parent of
R-HSA-9702506,PathwayToPathway,R-HSA-9702624,Is parent of
R-HSA-9702506,PathwayToPathway,R-HSA-9702632,Is parent of
R-HSA-9702506,PathwayToPathway,R-HSA-9702636,Is parent of
R-HSA-9702506,PathwayToPathway,R-HSA-9702998,Is parent of
R-HSA-9702506,PathwayToPathway,R-HSA-9703009,Is parent of
R-HSA-9703648,PathwayToPathway,R-HSA-9702518,Is parent of
R-HSA-9705683,PathwayToPathway,R-HSA-9705671,Is parent of
R-HSA-9705683,PathwayToPathway,R-HSA-9705677,Is parent of
R-HSA-9705683,PathwayToPathway,R-HSA-9754560,Is parent of
R-HSA-9705683,PathwayToPathway,R-HSA-9754678,Is parent of
R-HSA-9705683,PathwayToPathway,R-HSA-9755779,Is parent of
R-HSA-9706574,PathwayToPathway,R-HSA-9013418,Is parent of
R-HSA-9706574,PathwayToPathway,R-HSA-9013422,Is parent of
R-HSA-9707564,PathwayToPathway,R-HSA-9707587,Is parent of
R-HSA-9709957,PathwayToPathway,R-HSA-2187338,Is parent of
R-HSA-9709957,PathwayToPathway,R-HSA-381753,Is parent of
R-HSA-9709957,PathwayToPathway,R-HSA-9659379,Is parent of
R-HSA-9709957,PathwayToPathway,R-HSA-9717189,Is parent of
R-HSA-9711097,PathwayToPathway,R-HSA-9633012,Is parent of
R-HSA-9711097,PathwayToPathway,R-HSA-9639288,Is parent of
R-HSA-9711123,PathwayToPathway,R-HSA-3299685,Is parent of
R-HSA-9711123,PathwayToPathway,R-HSA-9707564,Is parent of
R-HSA-9711123,PathwayToPathway,R-HSA-9755511,Is parent of
R-HSA-9715370,PathwayToPathway,R-HSA-9013419,Is parent of
R-HSA-9715370,PathwayToPathway,R-HSA-9013425,Is parent of
R-HSA-9716542,PathwayToPathway,R-HSA-194315,Is parent of
R-HSA-9716542,PathwayToPathway,R-HSA-9706019,Is parent of
R-HSA-9716542,PathwayToPathway,R-HSA-9715370,Is parent of
R-HSA-9717189,PathwayToPathway,R-HSA-9717207,Is parent of
R-HSA-9717189,PathwayToPathway,R-HSA-9729555,Is parent of
R-HSA-9717189,PathwayToPathway,R-HSA-9730628,Is parent of
R-HSA-9723907,PathwayToPathway,R-HSA-9723905,Is parent of
R-HSA-9725370,PathwayToPathway,R-HSA-9725371,Is parent of
R-HSA-9730414,PathwayToPathway,R-HSA-9856649,Is parent of
R-HSA-9730414,PathwayToPathway,R-HSA-9856651,Is parent of
R-HSA-9734009,PathwayToPathway,R-HSA-8863678,Is parent of
R-HSA-9734009,PathwayToPathway,R-HSA-9645722,Is parent of
R-HSA-9734009,PathwayToPathway,R-HSA-9723907,Is parent of
R-HSA-9734207,PathwayToPathway,R-HSA-9734195,Is parent of
R-HSA-9734207,PathwayToPathway,R-HSA-9734281,Is parent of
R-HSA-9734207,PathwayToPathway,R-HSA-9734735,Is parent of
R-HSA-9734767,PathwayToPathway,R-HSA-9725554,Is parent of
R-HSA-9735786,PathwayToPathway,R-HSA-9735763,Is parent of
R-HSA-9735804,PathwayToPathway,R-HSA-9734207,Is parent of
R-HSA-9735804,PathwayToPathway,R-HSA-9735786,Is parent of
R-HSA-9748784,PathwayToPathway,R-HSA-2161522,Is parent of
R-HSA-9748784,PathwayToPathway,R-HSA-9748787,Is parent of
R-HSA-9748784,PathwayToPathway,R-HSA-9749641,Is parent of
R-HSA-9748784,PathwayToPathway,R-HSA-9753281,Is parent of
R-HSA-9748784,PathwayToPathway,R-HSA-9754706,Is parent of
R-HSA-9748784,PathwayToPathway,R-HSA-9755088,Is parent of
R-HSA-9748784,PathwayToPathway,R-HSA-9757110,Is parent of
R-HSA-9748784,PathwayToPathway,R-HSA-9793528,Is parent of
R-HSA-975138,PathwayToPathway,R-HSA-445989,Is parent of
R-HSA-975138,PathwayToPathway,R-HSA-450294,Is parent of
R-HSA-975138,PathwayToPathway,R-HSA-975144,Is parent of
R-HSA-975138,PathwayToPathway,R-HSA-975163,Is parent of
R-HSA-975155,PathwayToPathway,R-HSA-975110,Is parent of
R-HSA-975155,PathwayToPathway,R-HSA-975138,Is parent of
R-HSA-9755511,PathwayToPathway,R-HSA-9708530,Is parent of
R-HSA-9755511,PathwayToPathway,R-HSA-9759194,Is parent of
R-HSA-975576,PathwayToPathway,R-HSA-975574,Is parent of
R-HSA-975576,PathwayToPathway,R-HSA-975577,Is parent of
R-HSA-975576,PathwayToPathway,R-HSA-975578,Is parent of
R-HSA-975871,PathwayToPathway,R-HSA-445989,Is parent of
R-HSA-975871,PathwayToPathway,R-HSA-450294,Is parent of
R-HSA-975871,PathwayToPathway,R-HSA-937039,Is parent of
R-HSA-975871,PathwayToPathway,R-HSA-937042,Is parent of
R-HSA-9758941,PathwayToPathway,R-HSA-9754189,Is parent of
R-HSA-9758941,PathwayToPathway,R-HSA-9758919,Is parent of
R-HSA-9758941,PathwayToPathway,R-HSA-9758920,Is parent of
R-HSA-9758941,PathwayToPathway,R-HSA-9761174,Is parent of
R-HSA-9758941,PathwayToPathway,R-HSA-9793380,Is parent of
R-HSA-9758941,PathwayToPathway,R-HSA-9796292,Is parent of
R-HSA-9758941,PathwayToPathway,R-HSA-9823730,Is parent of
R-HSA-9758941,PathwayToPathway,R-HSA-9823739,Is parent of
R-HSA-9758941,PathwayToPathway,R-HSA-9832991,Is parent of
R-HSA-9758941,PathwayToPathway,R-HSA-9834899,Is parent of
R-HSA-9759194,PathwayToPathway,R-HSA-9762114,Is parent of
R-HSA-9759194,PathwayToPathway,R-HSA-9818025,Is parent of
R-HSA-9759194,PathwayToPathway,R-HSA-9818026,Is parent of
R-HSA-9759194,PathwayToPathway,R-HSA-9818027,Is parent of
R-HSA-9759194,PathwayToPathway,R-HSA-9818028,Is parent of
R-HSA-9759194,PathwayToPathway,R-HSA-9818030,Is parent of
R-HSA-9759194,PathwayToPathway,R-HSA-9818032,Is parent of
R-HSA-9759194,PathwayToPathway,R-HSA-9818035,Is parent of
R-HSA-9759194,PathwayToPathway,R-HSA-9818749,Is parent of
R-HSA-9759475,PathwayToPathway,R-HSA-9759811,Is parent of
R-HSA-9759475,PathwayToPathway,R-HSA-9762292,Is parent of
R-HSA-9759475,PathwayToPathway,R-HSA-9762293,Is parent of
R-HSA-9759476,PathwayToPathway,R-HSA-9764260,Is parent of
R-HSA-9759774,PathwayToPathway,R-HSA-9759785,Is parent of
R-HSA-9759785,PathwayToPathway,R-HSA-3359478,Is parent of
R-HSA-9762292,PathwayToPathway,R-HSA-9833576,Is parent of
R-HSA-9764260,PathwayToPathway,R-HSA-9759475,Is parent of
R-HSA-9764260,PathwayToPathway,R-HSA-9764302,Is parent of
R-HSA-9768759,PathwayToPathway,R-HSA-9768777,Is parent of
R-HSA-9768759,PathwayToPathway,R-HSA-9768778,Is parent of
R-HSA-9772572,PathwayToPathway,R-HSA-9694614,Is parent of
R-HSA-9772572,PathwayToPathway,R-HSA-9694676,Is parent of
R-HSA-9772572,PathwayToPathway,R-HSA-9694682,Is parent of
R-HSA-9772573,PathwayToPathway,R-HSA-9694322,Is parent of
R-HSA-9772573,PathwayToPathway,R-HSA-9694635,Is parent of
R-HSA-9772573,PathwayToPathway,R-HSA-9727281,Is parent of
R-HSA-9772573,PathwayToPathway,R-HSA-9733458,Is parent of
R-HSA-977443,PathwayToPathway,R-HSA-977444,Is parent of
R-HSA-977444,PathwayToPathway,R-HSA-991365,Is parent of
R-HSA-9793380,PathwayToPathway,R-HSA-9824272,Is parent of
R-HSA-9816359,PathwayToPathway,R-HSA-9819196,Is parent of
R-HSA-9816359,PathwayToPathway,R-HSA-9820841,Is parent of
R-HSA-9816359,PathwayToPathway,R-HSA-9820865,Is parent of
R-HSA-9816359,PathwayToPathway,R-HSA-9821002,Is parent of
R-HSA-9816359,PathwayToPathway,R-HSA-9821993,Is parent of
R-HSA-9820952,PathwayToPathway,R-HSA-9820960,Is parent of
R-HSA-9820952,PathwayToPathway,R-HSA-9820962,Is parent of
R-HSA-9820952,PathwayToPathway,R-HSA-9820965,Is parent of
R-HSA-9820952,PathwayToPathway,R-HSA-9833110,Is parent of
R-HSA-9820965,PathwayToPathway,R-HSA-9828642,Is parent of
R-HSA-9820965,PathwayToPathway,R-HSA-9828721,Is parent of
R-HSA-9820965,PathwayToPathway,R-HSA-9828806,Is parent of
R-HSA-9820965,PathwayToPathway,R-HSA-9834752,Is parent of
R-HSA-9823587,PathwayToPathway,R-HSA-9845619,Is parent of
R-HSA-9823587,PathwayToPathway,R-HSA-9845620,Is parent of
R-HSA-9823587,PathwayToPathway,R-HSA-9845621,Is parent of
R-HSA-9823587,PathwayToPathway,R-HSA-9845622,Is parent of
R-HSA-9823587,PathwayToPathway,R-HSA-9846298,Is parent of
R-HSA-9824439,PathwayToPathway,R-HSA-5339562,Is parent of
R-HSA-9824439,PathwayToPathway,R-HSA-8876384,Is parent of
R-HSA-9824439,PathwayToPathway,R-HSA-9635486,Is parent of
R-HSA-9824443,PathwayToPathway,R-HSA-9658195,Is parent of
R-HSA-9824446,PathwayToPathway,R-HSA-162906,Is parent of
R-HSA-9824446,PathwayToPathway,R-HSA-168255,Is parent of
R-HSA-9824446,PathwayToPathway,R-HSA-9609646,Is parent of
R-HSA-9824446,PathwayToPathway,R-HSA-9679506,Is parent of
R-HSA-9824446,PathwayToPathway,R-HSA-9820952,Is parent of
R-HSA-9830369,PathwayToPathway,R-HSA-9830364,Is parent of
R-HSA-9830369,PathwayToPathway,R-HSA-9830674,Is parent of
R-HSA-9830369,PathwayToPathway,R-HSA-9831926,Is parent of
R-HSA-983169,PathwayToPathway,R-HSA-1236975,Is parent of
R-HSA-983169,PathwayToPathway,R-HSA-983168,Is parent of
R-HSA-983169,PathwayToPathway,R-HSA-983170,Is parent of
R-HSA-983231,PathwayToPathway,R-HSA-983189,Is parent of
R-HSA-9833110,PathwayToPathway,R-HSA-9833109,Is parent of
R-HSA-9836573,PathwayToPathway,R-HSA-9837092,Is parent of
R-HSA-983705,PathwayToPathway,R-HSA-1168372,Is parent of
R-HSA-983705,PathwayToPathway,R-HSA-5690714,Is parent of
R-HSA-983705,PathwayToPathway,R-HSA-983695,Is parent of
R-HSA-983712,PathwayToPathway,R-HSA-2672351,Is parent of
R-HSA-983712,PathwayToPathway,R-HSA-936837,Is parent of
R-HSA-9839373,PathwayToPathway,R-HSA-9839383,Is parent of
R-HSA-9839373,PathwayToPathway,R-HSA-9839389,Is parent of
R-HSA-9839373,PathwayToPathway,R-HSA-9839394,Is parent of
R-HSA-9839373,PathwayToPathway,R-HSA-9839397,Is parent of
R-HSA-9839373,PathwayToPathway,R-HSA-9839406,Is parent of
R-HSA-9842860,PathwayToPathway,R-HSA-9843940,Is parent of
R-HSA-9842860,PathwayToPathway,R-HSA-9843970,Is parent of
R-HSA-9842860,PathwayToPathway,R-HSA-9845323,Is parent of
R-HSA-9843743,PathwayToPathway,R-HSA-9844594,Is parent of
R-HSA-9843745,PathwayToPathway,R-HSA-381340,Is parent of
R-HSA-9843745,PathwayToPathway,R-HSA-9843743,Is parent of
R-HSA-9856651,PathwayToPathway,R-HSA-9824585,Is parent of
R-HSA-9856651,PathwayToPathway,R-HSA-9824594,Is parent of
R-HSA-9856651,PathwayToPathway,R-HSA-9825892,Is parent of
R-HSA-9856651,PathwayToPathway,R-HSA-9825895,Is parent of
R-HSA-9856651,PathwayToPathway,R-HSA-9854907,Is parent of
R-HSA-9856651,PathwayToPathway,R-HSA-9854909,Is parent of
R-HSA-9856651,PathwayToPathway,R-HSA-9857377,Is parent of
R-HSA-9861718,PathwayToPathway,R-HSA-204174,Is parent of
R-HSA-991365,PathwayToPathway,R-HSA-170670,Is parent of
R-HSA-991365,PathwayToPathway,R-HSA-997272,Is parent of
