PathwayId:ID(Pathway),PathwayName,:LABEL
R-HSA-727802,Transport of nucleotide sugars,Pathway
R-HSA-879518,Transport of organic anions,Pathway
R-HSA-382551,Transport of small molecules,Pathway
R-HSA-159230,Transport of the SLBP Dependant Mature mRNA,Pathway
R-HSA-159227,Transport of the SLBP independent Mature mRNA,Pathway
R-HSA-425397,"Transport of vitamins, nucleosides, and related molecules",Pathway
R-HSA-948021,Transport to the Golgi and subsequent modification,Pathway
R-HSA-75109,Triglyceride biosynthesis,Pathway
R-HSA-163560,Triglyceride catabolism,Pathway
R-HSA-8979227,Triglyceride metabolism,Pathway
R-HSA-450513,"Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA",Pathway
R-HSA-5467348,Truncations of AMER1 destabilize the destruction complex,Pathway
R-HSA-71240,Tryptophan catabolism,Pathway
R-HSA-446107,Type I hemidesmosome assembly,Pathway
R-HSA-427589,Type II Na+/Pi cotransporters,Pathway
R-HSA-8963684,Tyrosine catabolism,Pathway
R-HSA-5689603,UCH proteinases,Pathway
R-HSA-5602415,UNC93B1 deficiency - HSE,Pathway
R-HSA-5689880,Ub-specific processing proteases,Pathway
R-HSA-2142789,Ubiquinol biosynthesis,Pathway
R-HSA-69601,Ubiquitin Mediated Degradation of Phosphorylated Cdc25A,Pathway
R-HSA-75815,Ubiquitin-dependent degradation of Cyclin D,Pathway
R-HSA-438066,"Unblocking of NMDA receptors, glutamate binding and activation",Pathway
R-HSA-162585,Uncoating of the HIV Virion,Pathway
R-HSA-168336,Uncoating of the Influenza Virion,Pathway
R-HSA-381119,Unfolded Protein Response (UPR),Pathway
R-HSA-176974,Unwinding of DNA,Pathway
R-HSA-5339562,Uptake and actions of bacterial toxins,Pathway
R-HSA-5210891,Uptake and function of anthrax toxins,Pathway
R-HSA-5336415,Uptake and function of diphtheria toxin,Pathway
R-HSA-9758881,Uptake of dietary cobalamins into enterocytes,Pathway
R-HSA-70635,Urea cycle,Pathway
R-HSA-77108,Utilization of Ketone Bodies,Pathway
R-HSA-195399,VEGF binds to VEGFR leading to receptor dimerization,Pathway
R-HSA-194313,VEGF ligand-receptor interactions,Pathway
R-HSA-4420097,VEGFA-VEGFR2 Pathway,Pathway
R-HSA-5218921,VEGFR2 mediated cell proliferation,Pathway
R-HSA-5218920,VEGFR2 mediated vascular permeability,Pathway
R-HSA-8866423,VLDL assembly,Pathway
R-HSA-8964046,VLDL clearance,Pathway
R-HSA-8866427,VLDLR internalisation and degradation,Pathway
R-HSA-5619094,Variant SLC6A14 may confer susceptibility towards obesity,Pathway
R-HSA-5619101,Variant SLC6A20 contributes towards hyperglycinuria (HG) and iminoglycinuria (IG),Pathway
R-HSA-5660686,Variant SLC6A20 contributes towards hyperglycinuria (HG) and iminoglycinuria (IG),Pathway
R-HSA-432040,Vasopressin regulates renal water homeostasis via Aquaporins,Pathway
R-HSA-388479,Vasopressin-like receptors,Pathway
R-HSA-5653656,Vesicle-mediated transport,Pathway
R-HSA-180585,Vif-mediated degradation of APOBEC3G,Pathway
R-HSA-9824446,Viral Infection Pathways,Pathway
R-HSA-168325,Viral Messenger RNA Synthesis,Pathway
R-HSA-168330,Viral RNP Complexes in the Host Cell Nucleus,Pathway
R-HSA-192823,Viral mRNA Translation,Pathway
R-HSA-9694322,Virion Assembly and Release,Pathway
R-HSA-9679509,Virion Assembly and Release,Pathway
R-HSA-168268,Virus Assembly and Release,Pathway
R-HSA-2187338,Visual phototransduction,Pathway
R-HSA-196819,Vitamin B1 (thiamin) metabolism,Pathway
R-HSA-196843,Vitamin B2 (riboflavin) metabolism,Pathway
R-HSA-199220,Vitamin B5 (pantothenate) metabolism,Pathway
R-HSA-964975,Vitamin B6 activation to pyridoxal phosphate,Pathway
R-HSA-196836,Vitamin C (ascorbate) metabolism,Pathway
R-HSA-196791,Vitamin D (calciferol) metabolism,Pathway
R-HSA-8877627,Vitamin E,Pathway
R-HSA-211916,Vitamins,Pathway
R-HSA-1296072,Voltage gated Potassium channels,Pathway
R-HSA-180897,Vpr-mediated induction of apoptosis by mitochondrial outer membrane permeabilization,Pathway
R-HSA-180910,Vpr-mediated nuclear import of PICs,Pathway
R-HSA-180534,Vpu mediated degradation of CD4,Pathway
R-HSA-5620916,VxPx cargo-targeting to cilium,Pathway
R-HSA-3238698,WNT ligand biogenesis and trafficking,Pathway
R-HSA-201688,WNT mediated activation of DVL,Pathway
R-HSA-9673324,WNT5:FZD7-mediated leishmania damping,Pathway
R-HSA-5140745,"WNT5A-dependent internalization of FZD2, FZD5 and ROR2",Pathway
R-HSA-5099900,WNT5A-dependent internalization of FZD4,Pathway
R-HSA-8848584,Wax and plasmalogen biosynthesis,Pathway
R-HSA-9640463,Wax biosynthesis,Pathway
R-HSA-5545619,XAV939 stabilizes AXIN,Pathway
R-HSA-381038,XBP1(S) activates chaperone genes,Pathway
R-HSA-211981,Xenobiotics,Pathway
R-HSA-2032785,YAP1- and WWTR1 (TAZ)-stimulated gene expression,Pathway
R-HSA-9820865,Z-decay: degradation of maternal mRNAs by zygotically expressed factors,Pathway
R-HSA-1606322,ZBP1(DAI) mediated induction of type I IFNs,Pathway
R-HSA-435368,Zinc efflux and compartmentalization by the SLC30 family,Pathway
R-HSA-442380,Zinc influx into cells by the SLC39 gene family,Pathway
R-HSA-435354,Zinc transporters,Pathway
R-HSA-9819196,Zygotic genome activation (ZGA),Pathway
R-HSA-450302,activated TAK1 mediates p38 MAPK activation,Pathway
R-HSA-9717316,alectinib-resistant ALK mutants,Pathway
R-HSA-2046104,alpha-linolenic (omega3) and linoleic (omega6) acid metabolism,Pathway
R-HSA-2046106,alpha-linolenic acid (ALA) metabolism,Pathway
R-HSA-1307965,betaKlotho-mediated ligand binding,Pathway
R-HSA-9717319,brigatinib-resistant ALK mutants,Pathway
R-HSA-418457,cGMP effects,Pathway
R-HSA-192869,cRNA Synthesis,Pathway
R-HSA-9717323,ceritinib-resistant ALK mutants,Pathway
R-HSA-9702581,crenolanib-resistant FLT3 mutants,Pathway
R-HSA-9717326,crizotinib-resistant ALK mutants,Pathway
R-HSA-203615,eNOS activation,Pathway
R-HSA-9702590,gilteritinib-resistant FLT3 mutants,Pathway
R-HSA-9702596,lestaurtinib-resistant FLT3 mutants,Pathway
R-HSA-9702998,linifanib-resistant FLT3 mutants,Pathway
R-HSA-9717329,lorlatinib-resistant ALK mutants,Pathway
R-HSA-72187,mRNA 3'-end processing,Pathway
R-HSA-72086,mRNA Capping,Pathway
R-HSA-75072,mRNA Editing,Pathway
R-HSA-75064,mRNA Editing: A to I Conversion,Pathway
R-HSA-72200,mRNA Editing: C to U Conversion,Pathway
R-HSA-72172,mRNA Splicing,Pathway
R-HSA-72163,mRNA Splicing - Major Pathway,Pathway
R-HSA-72165,mRNA Splicing - Minor Pathway,Pathway
R-HSA-429958,mRNA decay by 3' to 5' exoribonuclease,Pathway
R-HSA-430039,mRNA decay by 5' to 3' exoribonuclease,Pathway
R-HSA-166208,mTORC1-mediated signalling,Pathway
R-HSA-9702600,midostaurin-resistant FLT3 mutants,Pathway
R-HSA-77286,mitochondrial fatty acid beta-oxidation of saturated fatty acids,Pathway
R-HSA-77288,mitochondrial fatty acid beta-oxidation of unsaturated fatty acids,Pathway
R-HSA-372708,p130Cas linkage to MAPK signaling for integrins,Pathway
R-HSA-171007,p38MAPK events,Pathway
R-HSA-69563,p53-Dependent G1 DNA Damage Response,Pathway
R-HSA-69580,p53-Dependent G1/S DNA damage checkpoint,Pathway
R-HSA-69610,p53-Independent DNA Damage Response,Pathway
R-HSA-69613,p53-Independent G1/S DNA damage checkpoint,Pathway
R-HSA-193704,p75 NTR receptor-mediated signalling,Pathway
R-HSA-193670,p75NTR negatively regulates cell cycle via SC1,Pathway
R-HSA-209543,p75NTR recruits signalling complexes,Pathway
R-HSA-193697,p75NTR regulates axonogenesis,Pathway
R-HSA-193639,p75NTR signals via NF-kB,Pathway
R-HSA-9702605,pexidartinib-resistant FLT3 mutants,Pathway
R-HSA-111995,phospho-PLA2 pathway,Pathway
R-HSA-9702614,ponatinib-resistant FLT3 mutants,Pathway
R-HSA-9702620,quizartinib-resistant FLT3 mutants,Pathway
R-HSA-6793080,rRNA modification in the mitochondrion,Pathway
R-HSA-6790901,rRNA modification in the nucleus and cytosol,Pathway
R-HSA-72312,rRNA processing,Pathway
R-HSA-8868766,rRNA processing in the mitochondrion,Pathway
R-HSA-8868773,rRNA processing in the nucleus and cytosol,Pathway
R-HSA-9702577,semaxanib-resistant FLT3 mutants,Pathway
R-HSA-191859,snRNP Assembly,Pathway
R-HSA-9702624,sorafenib-resistant FLT3 mutants,Pathway
R-HSA-9702632,sunitinib-resistant FLT3 mutants,Pathway
R-HSA-2033515,t(4;14) translocations of FGFR3,Pathway
R-HSA-379724,tRNA Aminoacylation,Pathway
R-HSA-6787450,tRNA modification in the mitochondrion,Pathway
R-HSA-6782315,tRNA modification in the nucleus and cytosol,Pathway
R-HSA-72306,tRNA processing,Pathway
R-HSA-6785470,tRNA processing in the mitochondrion,Pathway
R-HSA-6784531,tRNA processing in the nucleus,Pathway
R-HSA-9708296,"tRNA-derived small RNA (tsRNA or tRNA-related fragment, tRF) biogenesis",Pathway
R-HSA-9703009,tamatinib-resistant FLT3 mutants,Pathway
R-HSA-9702636,tandutinib-resistant FLT3 mutants,Pathway
R-HSA-199992,trans-Golgi Network Vesicle Budding,Pathway
R-HSA-192814,vRNA Synthesis,Pathway
R-HSA-192905,vRNP Assembly,Pathway
