NodeType: Pathway | PathwayName: Regulation of innate immune responses to cytosolic DNA | PathwayId: R-HSA-3134975
NodeType: Pathway | PathwayName: Defective MPI causes MPI-CDG | PathwayId: R-HSA-4043916
NodeType: Pathway | PathwayName: Defective MTR causes HMAG | PathwayId: R-HSA-3359469
NodeType: Pathway | PathwayName: Defective MTRR causes HMAE | PathwayId: R-HSA-3359467
NodeType: Pathway | PathwayName: Defective MUT causes MMAM | PathwayId: R-HSA-3359478
NodeType: Pathway | PathwayName: Defective MUTYH substrate binding | PathwayId: R-HSA-9608287
NodeType: Pathway | PathwayName: Defective MUTYH substrate processing | PathwayId: R-HSA-9608290
NodeType: Pathway | PathwayName: Defective Mismatch Repair Associated With MLH1 | PathwayId: R-HSA-5545483
NodeType: Pathway | PathwayName: Defective Mismatch Repair Associated With MSH2 | PathwayId: R-HSA-5632928
NodeType: Pathway | PathwayName: Defective Mismatch Repair Associated With MSH3 | PathwayId: R-HSA-5632927
NodeType: Pathway | PathwayName: Defective Mismatch Repair Associated With MSH6 | PathwayId: R-HSA-5632968
NodeType: Pathway | PathwayName: Defective Mismatch Repair Associated With PMS2 | PathwayId: R-HSA-5632987
NodeType: Pathway | PathwayName: Defective NEU1 causes sialidosis | PathwayId: R-HSA-4341670
NodeType: Pathway | PathwayName: Defective NTHL1 substrate binding | PathwayId: R-HSA-9630222
NodeType: Pathway | PathwayName: Defective NTHL1 substrate processing | PathwayId: R-HSA-9630221
NodeType: Pathway | PathwayName: Defective OGG1 Localization | PathwayId: R-HSA-9657050
NodeType: Pathway | PathwayName: Defective OGG1 Substrate Binding | PathwayId: R-HSA-9656255
NodeType: Pathway | PathwayName: Defective OGG1 Substrate Processing | PathwayId: R-HSA-9656256
NodeType: Pathway | PathwayName: Defective OPLAH causes OPLAHD | PathwayId: R-HSA-5578998
NodeType: Pathway | PathwayName: Defective PAPSS2 causes SEMD-PA | PathwayId: R-HSA-3560796
NodeType: Pathway | PathwayName: Defective PGM1 causes PGM1-CDG | PathwayId: R-HSA-5609974
NodeType: Pathway | PathwayName: Defective PMM2 causes PMM2-CDG | PathwayId: R-HSA-4043911
NodeType: Pathway | PathwayName: Defective PNP disrupts phosphorolysis of (deoxy)guanosine and (deoxy)inosine | PathwayId: R-HSA-9735763
NodeType: Pathway | PathwayName: Defective POMGNT1 causes MDDGA3, MDDGB3 and MDDGC3 | PathwayId: R-HSA-5083628
NodeType: Pathway | PathwayName: Defective POMT1 causes MDDGA1, MDDGB1 and MDDGC1 | PathwayId: R-HSA-5083633
NodeType: Pathway | PathwayName: Defective POMT2 causes MDDGA2, MDDGB2 and MDDGC2 | PathwayId: R-HSA-5083629
NodeType: Pathway | PathwayName: Defective RFT1 causes CDG-1n | PathwayId: R-HSA-4570571
NodeType: Pathway | PathwayName: Defective RHAG causes regulator type Rh-null hemolytic anemia (RHN) | PathwayId: R-HSA-5619042
NodeType: Pathway | PathwayName: Defective RIPK1-mediated regulated necrosis | PathwayId: R-HSA-9693928
NodeType: Pathway | PathwayName: Defective SERPING1 causes hereditary angioedema | PathwayId: R-HSA-9657689
NodeType: Pathway | PathwayName: Defective SFTPA2 causes IPF | PathwayId: R-HSA-5687868
NodeType: Pathway | PathwayName: Defective SLC11A2 causes hypochromic microcytic anemia, with iron overload 1 (AHMIO1) | PathwayId: R-HSA-5619048
NodeType: Pathway | PathwayName: Defective SLC12A1 causes Bartter syndrome 1 (BS1) | PathwayId: R-HSA-5619104
NodeType: Pathway | PathwayName: Defective SLC12A3 causes Gitelman syndrome (GS) | PathwayId: R-HSA-5619087
NodeType: Pathway | PathwayName: Defective SLC12A6 causes agenesis of the corpus callosum, with peripheral neuropathy (ACCPN) | PathwayId: R-HSA-5619039
NodeType: Pathway | PathwayName: Defective SLC16A1 causes symptomatic deficiency in lactate transport (SDLT) | PathwayId: R-HSA-5619070
NodeType: Pathway | PathwayName: Defective SLC17A5 causes Salla disease (SD) and ISSD | PathwayId: R-HSA-5619035
NodeType: Pathway | PathwayName: Defective SLC17A8 causes autosomal dominant deafness 25 (DFNA25) | PathwayId: R-HSA-5619076
NodeType: Pathway | PathwayName: Defective SLC1A1 is implicated in schizophrenia 18 (SCZD18) and dicarboxylic aminoaciduria (DCBXA) | PathwayId: R-HSA-5619067
NodeType: Pathway | PathwayName: Defective SLC1A3 causes episodic ataxia 6 (EA6) | PathwayId: R-HSA-5619062
NodeType: Pathway | PathwayName: Defective SLC20A2 causes idiopathic basal ganglia calcification 1 (IBGC1) | PathwayId: R-HSA-5619111
NodeType: Pathway | PathwayName: Defective SLC22A12 causes renal hypouricemia 1 (RHUC1) | PathwayId: R-HSA-5619071
NodeType: Pathway | PathwayName: Defective SLC22A18 causes lung cancer (LNCR) and embryonal rhabdomyosarcoma 1 (RMSE1) | PathwayId: R-HSA-5619066
NodeType: Pathway | PathwayName: Defective SLC22A5 causes systemic primary carnitine deficiency (CDSP) | PathwayId: R-HSA-5619053
NodeType: Pathway | PathwayName: Defective SLC24A1 causes congenital stationary night blindness 1D (CSNB1D) | PathwayId: R-HSA-5619077
NodeType: Pathway | PathwayName: Defective SLC24A4 causes hypomineralized amelogenesis imperfecta (AI) | PathwayId: R-HSA-5619055
NodeType: Pathway | PathwayName: Defective SLC24A5 causes oculocutaneous albinism 6 (OCA6) | PathwayId: R-HSA-5619036
NodeType: Pathway | PathwayName: Defective SLC26A2 causes chondrodysplasias | PathwayId: R-HSA-3560792
NodeType: Pathway | PathwayName: Defective SLC26A3 causes congenital secretory chloride diarrhea 1 (DIAR1) | PathwayId: R-HSA-5619085
NodeType: Pathway | PathwayName: Defective SLC26A4 causes Pendred syndrome (PDS) | PathwayId: R-HSA-5619046
NodeType: Pathway | PathwayName: Defective SLC27A4 causes ichthyosis prematurity syndrome (IPS) | PathwayId: R-HSA-5619108
NodeType: Pathway | PathwayName: Defective SLC29A3 causes histiocytosis-lymphadenopathy plus syndrome (HLAS) | PathwayId: R-HSA-5619063
NodeType: Pathway | PathwayName: Defective SLC2A1 causes GLUT1 deficiency syndrome 1 (GLUT1DS1) | PathwayId: R-HSA-5619043
NodeType: Pathway | PathwayName: Defective SLC2A10 causes arterial tortuosity syndrome (ATS) | PathwayId: R-HSA-5619068
NodeType: Pathway | PathwayName: Defective SLC2A2 causes Fanconi-Bickel syndrome (FBS) | PathwayId: R-HSA-5619098
NodeType: Pathway | PathwayName: Defective SLC2A9 causes hypouricemia renal 2 (RHUC2) | PathwayId: R-HSA-5619047
NodeType: Pathway | PathwayName: Defective SLC33A1 causes spastic paraplegia 42 (SPG42) | PathwayId: R-HSA-5619061
NodeType: Pathway | PathwayName: Defective SLC34A1 causes hypophosphatemic nephrolithiasis/osteoporosis 1 (NPHLOP1) | PathwayId: R-HSA-5619040
NodeType: Pathway | PathwayName: Defective SLC34A2 causes PALM | PathwayId: R-HSA-5687583
NodeType: Pathway | PathwayName: Defective SLC34A2 causes pulmonary alveolar microlithiasis (PALM) | PathwayId: R-HSA-5619045
NodeType: Pathway | PathwayName: Defective SLC34A3 causes Hereditary hypophosphatemic rickets with hypercalciuria (HHRH) | PathwayId: R-HSA-5619097
NodeType: Pathway | PathwayName: Defective SLC35A1 causes congenital disorder of glycosylation 2F (CDG2F) | PathwayId: R-HSA-5619037
NodeType: Pathway | PathwayName: Defective SLC35A1 causes congenital disorder of glycosylation 2F (CDG2F) | PathwayId: R-HSA-5663020
NodeType: Pathway | PathwayName: Defective SLC35A2 causes congenital disorder of glycosylation 2M (CDG2M) | PathwayId: R-HSA-5619072
NodeType: Pathway | PathwayName: Defective SLC35A3 causes arthrogryposis, mental retardation, and seizures (AMRS) | PathwayId: R-HSA-5619083
NodeType: Pathway | PathwayName: Defective SLC35C1 causes congenital disorder of glycosylation 2C (CDG2C) | PathwayId: R-HSA-5619078
NodeType: Pathway | PathwayName: Defective SLC35D1 causes SCHBCKD | PathwayId: R-HSA-5579020
NodeType: Pathway | PathwayName: Defective SLC36A2 causes iminoglycinuria (IG) and hyperglycinuria (HG) | PathwayId: R-HSA-5619041
NodeType: Pathway | PathwayName: Defective SLC39A4 causes acrodermatitis enteropathica, zinc-deficiency type (AEZ) | PathwayId: R-HSA-5619088
NodeType: Pathway | PathwayName: Defective SLC3A1 causes cystinuria (CSNU) | PathwayId: R-HSA-5619113
NodeType: Pathway | PathwayName: Defective SLC40A1 causes hemochromatosis 4 (HFE4) (duodenum) | PathwayId: R-HSA-5655799
NodeType: Pathway | PathwayName: Defective SLC40A1 causes hemochromatosis 4 (HFE4) (macrophages) | PathwayId: R-HSA-5619049
NodeType: Pathway | PathwayName: Defective SLC4A1 causes hereditary spherocytosis type 4 (HSP4),  distal renal tubular acidosis (dRTA) and dRTA with hemolytic anemia (dRTA-HA) | PathwayId: R-HSA-5619050
NodeType: Pathway | PathwayName: Defective SLC4A4 causes renal tubular acidosis, proximal, with ocular abnormalities and mental retardation (pRTA-OA) | PathwayId: R-HSA-5619054
NodeType: Pathway | PathwayName: Defective SLC5A1 causes congenital glucose/galactose malabsorption (GGM) | PathwayId: R-HSA-5656364
NodeType: Pathway | PathwayName: Defective SLC5A2 causes renal glucosuria (GLYS1) | PathwayId: R-HSA-5658208
NodeType: Pathway | PathwayName: Defective SLC5A5 causes thyroid dyshormonogenesis 1 (TDH1) | PathwayId: R-HSA-5619096
NodeType: Pathway | PathwayName: Defective SLC5A7 causes distal hereditary motor neuronopathy 7A (HMN7A) | PathwayId: R-HSA-5658471
NodeType: Pathway | PathwayName: Defective SLC5A7 causes distal hereditary motor neuronopathy 7A (HMN7A) | PathwayId: R-HSA-5619114
NodeType: Pathway | PathwayName: Defective SLC6A18 may confer susceptibility to iminoglycinuria and/or hyperglycinuria | PathwayId: R-HSA-5659729
NodeType: Pathway | PathwayName: Defective SLC6A18 may confer susceptibility to iminoglycinuria and/or hyperglycinuria | PathwayId: R-HSA-5619079
NodeType: Pathway | PathwayName: Defective SLC6A19 causes Hartnup disorder (HND) | PathwayId: R-HSA-5659735
NodeType: Pathway | PathwayName: Defective SLC6A19 causes Hartnup disorder (HND) | PathwayId: R-HSA-5619044
NodeType: Pathway | PathwayName: Defective SLC6A2 causes orthostatic intolerance (OI) | PathwayId: R-HSA-5619109
NodeType: Pathway | PathwayName: Defective SLC6A3 causes Parkinsonism-dystonia infantile (PKDYS) | PathwayId: R-HSA-5619081
NodeType: Pathway | PathwayName: Defective SLC6A3 causes Parkinsonism-dystonia infantile (PKDYS) | PathwayId: R-HSA-5660724
NodeType: Pathway | PathwayName: Defective SLC6A5 causes hyperekplexia 3 (HKPX3) | PathwayId: R-HSA-5619089
NodeType: Pathway | PathwayName: Defective SLC7A7 causes lysinuric protein intolerance (LPI) | PathwayId: R-HSA-5660862
NodeType: Pathway | PathwayName: Defective SLC7A9 causes cystinuria (CSNU) | PathwayId: R-HSA-5660883
NodeType: Pathway | PathwayName: Defective SLC9A6 causes  X-linked, syndromic mental retardation,, Christianson type (MRXSCH) | PathwayId: R-HSA-5619092
NodeType: Pathway | PathwayName: Defective SLC9A9 causes autism 16 (AUTS16) | PathwayId: R-HSA-5619052
NodeType: Pathway | PathwayName: Defective SLCO1B1 causes hyperbilirubinemia, Rotor type (HBLRR) | PathwayId: R-HSA-5619110
NodeType: Pathway | PathwayName: Defective SLCO1B3 causes hyperbilirubinemia, Rotor type (HBLRR) | PathwayId: R-HSA-5619058
NodeType: Pathway | PathwayName: Defective SLCO2A1 causes primary, autosomal recessive hypertrophic osteoarthropathy 2 (PHOAR2) | PathwayId: R-HSA-5619095
NodeType: Pathway | PathwayName: Defective SRD5A3 causes SRD5A3-CDG, KHRZ | PathwayId: R-HSA-4755579
NodeType: Pathway | PathwayName: Defective ST3GAL3 causes MCT12 and EIEE15 | PathwayId: R-HSA-3656243
NodeType: Pathway | PathwayName: Defective TBXAS1 causes GHDD | PathwayId: R-HSA-5579032
NodeType: Pathway | PathwayName: Defective TCN2 causes TCN2 deficiency | PathwayId: R-HSA-3359454
NodeType: Pathway | PathwayName: Defective TPMT causes TPMT deficiency | PathwayId: R-HSA-5578995
NodeType: Pathway | PathwayName: Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC) | PathwayId: R-HSA-5619107
NodeType: Pathway | PathwayName: Defective UGT1A1 causes hyperbilirubinemia | PathwayId: R-HSA-5579002
NodeType: Pathway | PathwayName: Defective UGT1A4 causes hyperbilirubinemia | PathwayId: R-HSA-5579016
NodeType: Pathway | PathwayName: Defective VWF binding to collagen type I | PathwayId: R-HSA-9845622
NodeType: Pathway | PathwayName: Defective VWF cleavage by ADAMTS13 variant | PathwayId: R-HSA-9845621
NodeType: Pathway | PathwayName: Defective binding of RB1 mutants to E2F1,(E2F2, E2F3) | PathwayId: R-HSA-9661069
NodeType: Pathway | PathwayName: Defective binding of VWF variant to GPIb:IX:V | PathwayId: R-HSA-9846298
NodeType: Pathway | PathwayName: Defective cofactor function of FVIIIa variant | PathwayId: R-HSA-9672396
NodeType: Pathway | PathwayName: Defective factor IX causes hemophilia B | PathwayId: R-HSA-9668250
NodeType: Pathway | PathwayName: Defective factor IX causes thrombophilia | PathwayId: R-HSA-9672383
NodeType: Pathway | PathwayName: Defective factor VIII causes hemophilia A | PathwayId: R-HSA-9662001
NodeType: Pathway | PathwayName: Defective factor XII causes hereditary angioedema | PathwayId: R-HSA-9657688
NodeType: Pathway | PathwayName: Defective gamma-carboxylation of F9 | PathwayId: R-HSA-9673240
NodeType: Pathway | PathwayName: Defective homologous recombination repair (HRR) due to BRCA1 loss of function | PathwayId: R-HSA-9701192
NodeType: Pathway | PathwayName: Defective homologous recombination repair (HRR) due to BRCA2 loss of function | PathwayId: R-HSA-9701190
NodeType: Pathway | PathwayName: Defective homologous recombination repair (HRR) due to PALB2 loss of function | PathwayId: R-HSA-9701193
NodeType: Pathway | PathwayName: Defective pro-SFTPB causes SMDP1 and RDS | PathwayId: R-HSA-5688031
NodeType: Pathway | PathwayName: Defective pro-SFTPC causes SMDP2 and RDS | PathwayId: R-HSA-5688354
NodeType: Pathway | PathwayName: Defective pyroptosis | PathwayId: R-HSA-9710421
NodeType: Pathway | PathwayName: Defective regulation of TLR7 by endogenous ligand | PathwayId: R-HSA-9824856
NodeType: Pathway | PathwayName: Defective translocation of RB1 mutants to the nucleus | PathwayId: R-HSA-9661070
NodeType: Pathway | PathwayName: Defects in biotin (Btn) metabolism | PathwayId: R-HSA-3323169
NodeType: Pathway | PathwayName: Defects in cobalamin (B12) metabolism | PathwayId: R-HSA-3296469
NodeType: Pathway | PathwayName: Defects in vitamin and cofactor metabolism | PathwayId: R-HSA-3296482
NodeType: Pathway | PathwayName: Defects of contact activation system (CAS) and kallikrein/kinin system (KKS) | PathwayId: R-HSA-9651496
NodeType: Pathway | PathwayName: Defects of platelet adhesion to exposed collagen | PathwayId: R-HSA-9823587
NodeType: Pathway | PathwayName: Defensins | PathwayId: R-HSA-1461973
NodeType: Pathway | PathwayName: Degradation of AXIN | PathwayId: R-HSA-4641257
NodeType: Pathway | PathwayName: Degradation of DVL | PathwayId: R-HSA-4641258
NodeType: Pathway | PathwayName: Degradation of GABA | PathwayId: R-HSA-916853
NodeType: Pathway | PathwayName: Degradation of GLI1 by the proteasome | PathwayId: R-HSA-5610780
NodeType: Pathway | PathwayName: Degradation of GLI2 by the proteasome | PathwayId: R-HSA-5610783
NodeType: Pathway | PathwayName: Degradation of beta-catenin by the destruction complex | PathwayId: R-HSA-195253
NodeType: Pathway | PathwayName: Degradation of cysteine and homocysteine | PathwayId: R-HSA-1614558
NodeType: Pathway | PathwayName: Degradation of the extracellular matrix | PathwayId: R-HSA-1474228
NodeType: Pathway | PathwayName: Deletions in the AMER1 gene destabilize the destruction complex | PathwayId: R-HSA-5467343
NodeType: Pathway | PathwayName: Deletions in the AXIN1 gene destabilize the destruction complex | PathwayId: R-HSA-5467345
NodeType: Pathway | PathwayName: Depolymerization of the Nuclear Lamina | PathwayId: R-HSA-4419969
NodeType: Pathway | PathwayName: Deposition of new CENPA-containing nucleosomes at the centromere | PathwayId: R-HSA-606279
NodeType: Pathway | PathwayName: Depurination | PathwayId: R-HSA-73927
NodeType: Pathway | PathwayName: Depyrimidination | PathwayId: R-HSA-73928
NodeType: Pathway | PathwayName: Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models | PathwayId: R-HSA-8862803
NodeType: Pathway | PathwayName: Dermatan sulfate biosynthesis | PathwayId: R-HSA-2022923
NodeType: Pathway | PathwayName: Detoxification of Reactive Oxygen Species | PathwayId: R-HSA-3299685
NodeType: Pathway | PathwayName: Deubiquitination | PathwayId: R-HSA-5688426
NodeType: Pathway | PathwayName: Developmental Biology | PathwayId: R-HSA-1266738
NodeType: Pathway | PathwayName: Developmental Cell Lineages | PathwayId: R-HSA-9734767
NodeType: Pathway | PathwayName: Differentiation of keratinocytes in interfollicular epidermis in mammalian skin | PathwayId: R-HSA-9725554
NodeType: Pathway | PathwayName: Digestion | PathwayId: R-HSA-8935690
NodeType: Pathway | PathwayName: Digestion and absorption | PathwayId: R-HSA-8963743
NodeType: Pathway | PathwayName: Digestion of dietary carbohydrate | PathwayId: R-HSA-189085
NodeType: Pathway | PathwayName: Digestion of dietary lipid | PathwayId: R-HSA-192456
NodeType: Pathway | PathwayName: Dimerization of procaspase-8 | PathwayId: R-HSA-69416
NodeType: Pathway | PathwayName: Disassembly of the destruction complex and recruitment of AXIN to the membrane | PathwayId: R-HSA-4641262
NodeType: Pathway | PathwayName: Disease | PathwayId: R-HSA-1643685
NodeType: Pathway | PathwayName: Diseases associated with N-glycosylation of proteins | PathwayId: R-HSA-3781860
NodeType: Pathway | PathwayName: Diseases associated with O-glycosylation of proteins | PathwayId: R-HSA-3906995
NodeType: Pathway | PathwayName: Diseases associated with glycosaminoglycan metabolism | PathwayId: R-HSA-3560782
NodeType: Pathway | PathwayName: Diseases associated with glycosylation precursor biosynthesis | PathwayId: R-HSA-5609975
NodeType: Pathway | PathwayName: Diseases associated with surfactant metabolism | PathwayId: R-HSA-5687613
NodeType: Pathway | PathwayName: Diseases associated with the TLR signaling cascade | PathwayId: R-HSA-5602358
NodeType: Pathway | PathwayName: Diseases associated with visual transduction | PathwayId: R-HSA-2474795
